term,term_lemma,difficulty_score
focal plane,focal plane,3.5
focal point,focal point,1.5
focal surface,focal surface,3.0
focusing,focus,2.5
focusing effect,focus effect,2.25
fog,fog,2.0
forbidden band,forbid band,1.5
forbidden reflection,forbid reflection,2.5
forbidden transition,forbid transition,3.0
force,force,3.0
force constant,force constant,3.5
forced convection,force convection,3.0
forced vibration,force vibration,3.5
form factor,form factor,3.0
formation,formation,4.0
formula,formula,3.0
forward current,forward current,2.5
forward scattering,forward scatter,2.5
fossil fuel,fossil fuel,4.0
four element model,four element model,2.222222222222222
four wave mixing,four wave mix,2.1666666666666665
four-fermion interaction,four - fermion interaction,2.0
fractal,fractal,3.0
fractional quantum Hall effect,fractional quantum hall effect,1.5
fractionation,fractionation,3.0
fracture,fracture,3.0
fracture stress,fracture stress,3.5
fracture toughness,fracture toughness,5.0
fragment,fragment,3.0
fragmentation reaction,fragmentation reaction,4.5
free electron,free electron,2.6666666666666665
free electron laser,free electron laser,3.1111111111111107
free energy,free energy,3.1666666666666665
free expansion,free expansion,3.1666666666666665
free fall,free fall,2.4166666666666665
free field,free field,1.6666666666666665
free path,free path,2.1666666666666665
free radical,free radical,3.1666666666666665
free spectral range,free spectral range,2.6666666666666665
free surface,free surface,2.6666666666666665
free vibration,free vibration,3.1666666666666665
free volume,free volume,2.6666666666666665
frequency,frequency,3.0
frequency analysis,frequency analysis,3.0
frequency analyzer,frequency analyzer,3.0
frequency band,frequency band,2.0
frequency characteristic,frequency characteristic,3.25
frequency counter,frequency counter,3.25
frequency divider,frequency divider,3.0
frequency factor,frequency factor,3.5
frequency modulation,frequency modulation,3.0
frequency spectrum,frequency spectrum,3.0
frequency stabilization,frequency stabilization,3.0
friction,friction,3.0
frictional drag,frictional drag,3.0
frictional force,frictional force,3.0
fringes,fringe,3.0
fringing field,fringe field,1.0
frontier orbital,frontier orbital,4.0
frustration,frustration,3.0
ft value,ft value,3.0
fuel cell,fuel cell,3.0
full size,full size,1.0
full width at half maximum,full width at half maximum,2.2
function,function,2.5
function generator,function generator,2.5
functional,functional,4.0
fundamental absorption,fundamental absorption,4.0
fundamental frequency,fundamental frequency,3.5
fundamental unit,fundamental unit,3.0
fundamental vibration,fundamental vibration,4.0
funnel,funnel,3.0
fused silica,fuse silica,5.0
fusion,fusion,5.0
fusion reaction,fusion reaction,4.5
fusion reactor,fusion reactor,5.0
g-factor,g - factor,4.0
gage,gage,3.0
gain,gain,3.0
galaxy,galaxy,3.0
galvanomagnetic effect,galvanomagnetic effect,2.0
galvanometer,galvanometer,3.0
gamma,gamma,3.0
gap mode,gap mode,3.0
gas,gas,2.0
gas blanket,gas blanket,2.0
gas discharge,gas discharge,3.0
gas dynamics,gas dynamic,3.0
gas ionization,gas ionization,2.0
gas laser,gas laser,3.0
gas phase,gas phase,3.5
gasket,gasket,3.0
gate,gate,2.0
gate valve,gate valve,2.0
gauge,gauge,3.0
gauge fixing,gauge fixing,3.0
gauge invariance,gauge invariance,3.0
gauge theory,gauge theory,3.0
gauge transformation,gauge transformation,3.0
gauss,gauss,3.0
gel,gel,3.0
general relativity,general relativity,3.5
general solution,general solution,2.5
general theory of relativity,general theory of relativity,2.75
generating function,generate function,2.75
generation,generation,2.0
generator,generator,3.0
generator coordinate method,generator coordinate method,2.0
geometric mean,geometric mean,2.333333333333333
geometrical optics,geometrical optic,3.0
geophysics,geophysic,3.0
getter,getter,3.0
gettering,gettere,3.0
ghost,ghost,1.0
giant magnetic moment,giant magnetic moment,3.0
giant resonance,giant resonance,3.0
glancing incidence,glance incidence,3.0
glass laser,glass laser,2.5
glassy state,glassy state,3.333333333333333
glide motion,glide motion,3.5
glide plane,glide plane,3.25
gloss,gloss,3.0
glove box,glove box,1.5
glow discharge,glow discharge,4.0
gluon,gluon,3.0
golden rule,golden rule,2.25
goniometer,goniometer,3.0
good quantum number,good quantum number,1.75
gradation,gradation,3.0
grade,grade,2.5
gradient,gradient,3.0
grain,grain,4.0
grain boundary,grain boundary,4.0
grain boundary diffusion,grain boundary diffusion,4.0
grain boundary sliding,grain boundary slide,3.5
grain size,grain size,2.5
gram,gram,3.0
grand canonical ensemble,grand canonical ensemble,4.0
grand partition function,grand partition function,3.25
grand unified theory,grand unified theory,3.5
granularity,granularity,3.0
granulation,granulation,3.0
graphite,graphite,3.0
graphite structure,graphite structure,2.0
grating,grate,3.0
gravitational acceleration,gravitational acceleration,6.0
gravitational collapse,gravitational collapse,4.75
gravitational constant,gravitational constant,5.0
gravitational field,gravitational field,3.5
gravitational mass,gravitational mass,4.75
gravitational potential,gravitational potential,4.75
gravitational radiation,gravitational radiation,4.5
gravitational radius,gravitational radius,6.0
gravitational wave,gravitational wave,4.25
graviton,graviton,3.0
gravity,gravity,3.0
gravity wave,gravity wave,2.5
gray,gray,3.0
grazing incidence,grazing incidence,3.0
greenhouse effect,greenhouse effect,2.5
grid,grid,3.0
ground state,ground state,3.1666666666666665
group,group,2.0
group velocity,group velocity,2.0
growth spiral,growth spiral,3.0
guard ring,guard ring,2.25
guided mode,guide mode,3.0
guiding center approximation,guide center approximation,3.0
gyro,gyro,3.0
gyromagnetic effect,gyromagnetic effect,2.0
gyromagnetic ratio,gyromagnetic ratio,3.0
gyroradius,gyroradius,3.0
gyroscope,gyroscope,3.0
gyrotron,gyrotron,3.0
hadron,hadron,3.0
half width,half width,3.0
half-wave plate,half - wave plate,2.1666666666666665
halo,halo,3.0
hard X-rays,hard x - ray,1.5
hard component,hard component,2.5
hard core,hard core,2.5
hard magnetic material,hard magnetic material,2.6666666666666665
hardness,hardness,3.0
harmonic approximation,harmonic approximation,3.0
harmonic function,harmonic function,2.5
harmonic order,harmonic order,1.5
harmonic oscillation,harmonic oscillation,3.0
harmonic oscillator,harmonic oscillator,3.0
harmonic potential,harmonic potential,3.5
harmonic sound,harmonic sound,2.6666666666666665
harmonics,harmonic,3.0
heat,heat,2.5
heat bath,heat bath,1.75
heat capacity,heat capacity,2.75
heat conduction equation,heat conduction equation,3.25
heat energy,heat energy,3.25
heat insulation,heat insulation,2.5
heat loss,heat loss,2.75
heat of adsorption,heat of adsorption,1.75
heat of dissolution,heat of dissolution,1.75
heat of evaporation,heat of evaporation,1.75
heat of formation,heat of formation,2.5
heat of fusion,heat of fusion,2.8333333333333335
heat of mixing,heat of mix,2.1666666666666665
heat of solution,heat of solution,1.8333333333333333
heat of sublimation,heat of sublimation,1.75
heat quantity,heat quantity,2.75
heat radiation,heat radiation,2.75
heat source,heat source,2.25
heat transfer,heat transfer,3.0
heating efficiency,heating efficiency,2.5
heavy fermion,heavy fermion,1.0
heavy ion,heavy ion,1.0
heavy ion reaction,heavy ion reaction,2.5
heavy lepton,heavy lepton,1.0
heavy quasiparticle,heavy quasiparticle,1.0
helical dislocation,helical dislocation,3.0
helicity,helicity,3.0
helicon wave,helicon wave,2.5
helium,helium,3.0
hemorheology,hemorheology,3.0
heterodyne,heterodyne,3.0
heterogeneous,heterogeneous,3.0
heterojunction,heterojunction,3.0
heterojunction bipolar transistor,heterojunction bipolar transistor,4.0
heterostructure,heterostructure,3.0
hexagonal lattice,hexagonal lattice,3.0
hexagonal system,hexagonal system,2.0
high density excitons,high density exciton,1.5
high energy physics,high energy physics,2.8333333333333335
high frequency,high frequency,2.25
high magnetic field,high magnetic field,2.5
high permeability material,high permeability material,1.75
high polymer,high polymer,1.5
high pressure,high pressure,1.75
high resolution,high resolution,2.75
high speed flow,high speed flow,2.3333333333333335
high spin state,high spin state,2.944444444444444
high temperature,high temperature,1.75
high temperature expansion,high temperature expansion,2.5
high temperature superconductor,high temperature superconductor,1.75
high vacuum,high vacuum,1.5
high voltage,high voltage,1.5
higher order effect,high order effect,1.6666666666666667
histogram,histogram,3.0
hole,hole,1.0
hole burning,hole burn,1.75
hologram,hologram,3.0
holographic diffraction grating,holographic diffraction grate,3.0
holographic interferometry,holographic interferometry,3.0
holography,holography,3.0
homodyne,homodyne,3.0
homogeneous,homogeneous,3.0
homogeneous broadening,homogeneous broadening,3.0
homogeneous system,homogeneous system,2.0
homogenization,homogenization,3.0
homology,homology,3.0
homometric structure,homometric structure,2.0
homopolar bond,homopolar bond,3.0
homotopy,homotopy,3.0
hopping conduction,hop conduction,3.0
hopping integral,hop integral,4.0
horizontal component,horizontal component,4.0
horizontal plane,horizontal plane,3.5
horn,horn,3.0
hot band,hot band,1.0
hot cathode,hot cathode,1.0
hot electron,hot electron,2.0
hot electron transistor,hot electron transistor,2.6666666666666665
hot-wire anemometer,hot - wire anemometer,2.25
hue,hue,3.0
humidity,humidity,3.0
hybrid orbital,hybrid orbital,4.0
hybridization,hybridization,3.0
hydration,hydration,3.0
hydraulics,hydraulic,3.0
hydrodynamic interaction,hydrodynamic interaction,3.0
hydrodynamics,hydrodynamic,3.0
hydrogen,hydrogen,3.0
hydrogen atom,hydrogen atom,2.0
hydrogen bond,hydrogen bond,3.0
hydrogen embrittlement,hydrogen embrittlement,3.0
hydrogen-ion concentration,hydrogen - ion concentration,3.0
hydrogenation,hydrogenation,3.0
hydrolysis,hydrolysis,3.0
hydrophone,hydrophone,3.0
hydrostatic pressure,hydrostatic pressure,2.0
hypercharge,hypercharge,3.0
hyperfine interaction,hyperfine interaction,3.0
hyperfine splitting,hyperfine splitting,3.0
hyperfine structure,hyperfine structure,2.0
hyperfunction,hyperfunction,3.0
hypergeometric function,hypergeometric function,2.5
hypernucleus,hypernucleus,3.0
hyperon,hyperon,3.0
hyperpolarizability,hyperpolarizability,3.0
hypersonic,hypersonic,3.0
hypersonic wave,hypersonic wave,2.5
hypochromism,hypochromism,3.0
hypothesis,hypothesis,6.0
hysteresis,hysteresis,3.0
hysteresis loop,hysteresis loop,3.0
hysteresis loss,hysteresis loss,3.0
ideal Fermi gas,ideal fermi gas,1.5
ideal fluid,ideal fluid,2.5
ideal gas,ideal gas,1.5
ideal solution,ideal solution,1.5
identity,identity,3.0
illuminance,illuminance,3.0
image,image,2.0
image charge,image charge,2.5
image force,image force,2.5
image formation,image formation,3.0
image intensifier,image intensifier,2.0
image potential,image potential,2.75
image signal,image signal,3.0
image space,image space,2.0
imagery,imagery,4.0
impact ionization,impact ionization,2.0
impact parameter,impact parameter,4.0
impact strength,impact strength,2.0
impact value,impact value,2.5
impedance,impedance,3.0
impedance function,impedance function,2.5
impedance matrix,impedance matrix,3.0
implosion,implosion,3.0
imprisonment,imprisonment,4.0
impulse,impulse,4.0
impulse approximation,impulse approximation,4.0
impulse response,impulse response,3.0
impulsive sound,impulsive sound,3.333333333333333
impurity,impurity,3.0
impurity band,impurity band,1.0
impurity center,impurity center,3.0
impurity conduction,impurity conduction,3.0
impurity diffusion,impurity diffusion,3.0
impurity level,impurity level,3.0
impurity scattering,impurity scatter,3.0
in situ observation,in situ observation,2.25
in vitro,in vitro,1.5
in vivo,in vivo,1.5
incident angle,incident angle,3.5
incident particle,incident particle,3.5
incident wave,incident wave,2.75
inclination,inclination,3.0
incoherent,incoherent,3.0
incoherent light,incoherent light,1.6666666666666667
incommensurate,incommensurate,3.0
incommensurate structure,incommensurate structure,2.0
incommensurate transition,incommensurate transition,4.0
incompressible fluid,incompressible fluid,4.0
indefinite metric,indefinite metric,4.5
independent particle model,independent particle model,3.222222222222222
index,index,4.0
index ellipsoid,index ellipsoid,4.0
indicator,indicator,3.0
induced charge,induce charge,4.5
induced current,induce current,4.5
induced emission,induce emission,6.0
induced magnetic anisotropy,induce magnetic anisotropy,5.5
induced magnetization,induced magnetization,3.0
induced polarization,induce polarization,6.0
induced radioactivity,induce radioactivity,6.0
inductance,inductance,3.0
induction,induction,5.0
induction coil,induction coil,5.0
induction heating,induction heating,3.5
induction motor,induction motor,4.0
inelastic collision,inelastic collision,3.0
inelastic scattering,inelastic scattering,3.0
inelasticity,inelasticity,3.0
